# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CC_model
# start_datetime = 2023-07-24 11:02:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpk70t8efj/6y26nmip.json
# init = /tmp/tmpk70t8efj/bsoyusr0.json
# random
#   seed = 66295
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/CC/CC-20230724120204.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,lambda,theta.1,theta.2,theta.3,E,guess.1,H.1,H.2,H.3,H.4,H.5,H.6,H.7,H.8,H.9,H.10,H.11,H.12,H.13,H.14,H.15,H.16,H.17,H.18,H.19,H.20,H.21,H.22,H.23,H.24,H.25,H.26,H.27,H.28,H.29,H.30,H.31,H.32
-9.1689,0.997102,0.384541,3,11,0,9.54692,0.664532,0.390714,0.364287,0.664532,0.390714,0.364287,3.25082,3.28537,68.7073,69.4082,70.5076,72.4686,72.8388,73.6799,73.7226,76.8726,77.3479,80.9523,82.4385,83.5283,83.5503,84.9228,86.0639,87.5213,88.0127,88.1138,95.1695,101.022,105.974,108.231,115.303,115.688,117.238,128.225,150.927,156.648,162.843,172.294,193.901,216.027
-10.3549,0.660579,0.384541,2,3,0,11.353,0.66119,0.435123,0.346086,0.66119,0.435123,0.346086,3.42105,3.45062,68.6793,69.4732,70.7162,72.9265,73.3426,74.2872,74.3352,77.8577,78.3872,82.3877,84.0296,85.2309,85.2552,86.7652,88.018,89.6153,90.1531,90.2637,97.9479,104.279,109.611,112.035,119.611,120.023,121.68,133.392,157.483,163.537,170.089,180.075,202.876,226.197
-10.3549,0.45569,0.384541,1,3,0,12.52,0.66119,0.435123,0.346086,0.66119,0.435123,0.346086,3.42105,3.45062,68.6793,69.4732,70.7162,72.9265,73.3426,74.2872,74.3352,77.8577,78.3872,82.3877,84.0296,85.2309,85.2552,86.7652,88.018,89.6153,90.1531,90.2637,97.9479,104.279,109.611,112.035,119.611,120.023,121.68,133.392,157.483,163.537,170.089,180.075,202.876,226.197
-10.8883,0.882419,0.384541,2,3,0,11.0972,0.644715,0.372669,0.371483,0.644715,0.372669,0.371483,3.17905,3.21579,66.5361,67.1786,68.1871,69.9882,70.3284,71.102,71.1413,74.0429,74.4813,77.8114,79.187,80.1966,80.2171,81.4897,82.5486,83.9023,84.3589,84.4529,91.0241,96.4918,101.127,103.242,109.878,110.24,111.697,122.03,143.431,148.83,154.68,163.608,184.031,204.958
-9.66786,0.996372,0.384541,2,7,0,11.4856,0.660914,0.359127,0.376811,0.660914,0.359127,0.376811,3.12412,3.16258,68.1151,68.7453,69.7349,71.5037,71.838,72.5984,72.6371,75.4926,75.9246,79.209,80.5678,81.5656,81.5858,82.8445,83.8924,85.2329,85.6853,85.7784,92.2995,97.7384,102.356,104.466,111.091,111.453,112.908,123.245,144.69,150.106,155.976,164.937,185.449,206.477
-8.75733,0.922249,0.384541,2,7,0,10.5297,0.687305,0.333789,0.38662,0.687305,0.333789,0.38662,3.01867,3.06051,70.6579,71.2587,72.2029,73.8927,74.2125,74.9403,74.9773,77.7157,78.1306,81.2929,82.6044,83.5689,83.5884,84.8064,85.8217,87.122,87.5612,87.6516,94.0034,99.3263,103.861,105.936,112.468,112.825,114.263,124.493,145.801,151.195,157.044,165.981,186.458,207.475
-9.21857,0.995252,0.384541,2,7,0,9.42824,0.668706,0.393981,0.362972,0.668706,0.393981,0.362972,3.26365,3.29781,69.1621,69.8745,70.9917,72.9843,73.3603,74.2147,74.2581,77.4568,77.9394,81.5976,83.1055,84.2109,84.2332,85.6253,86.7825,88.2603,88.7585,88.861,96.0118,101.94,106.954,109.239,116.397,116.787,118.355,129.471,152.431,158.216,164.479,174.034,195.876,218.242
-10.1922,0.932544,0.384541,2,7,0,13.6829,0.63859,0.429381,0.34848,0.63859,0.429381,0.34848,3.39952,3.4297,66.2915,67.0461,68.2277,70.33,70.7259,71.6247,71.6704,75.0242,75.5286,79.3412,80.9069,82.0528,82.076,83.5166,84.7123,86.237,86.7504,86.856,94.1968,100.25,105.35,107.67,114.922,115.316,116.902,128.12,151.204,157.008,163.289,172.863,194.726,217.09
-10.4207,0.982673,0.384541,2,3,0,10.5087,0.644766,0.452873,0.338604,0.644766,0.452873,0.338604,3.48677,3.5145,67.1004,67.9129,69.184,71.4412,71.8658,72.8289,72.8778,76.4631,77.0014,81.0608,82.724,83.9398,83.9643,85.4914,86.7575,88.3704,88.9132,89.0248,96.7667,103.13,108.48,110.91,118.499,118.911,120.569,132.281,156.333,162.373,168.906,178.863,201.585,224.815
-10.264,0.932116,0.384541,1,3,0,11.174,0.656931,0.438044,0.344863,0.656931,0.438044,0.344863,3.43195,3.46121,68.2581,69.0533,70.2981,72.5112,72.9278,73.8734,73.9214,77.4464,77.9763,81.9776,83.6195,84.8205,84.8448,86.3542,87.6065,89.2028,89.7403,89.8508,97.5276,103.85,109.173,111.593,119.154,119.565,121.219,132.905,156.935,162.973,169.507,179.466,202.203,225.456
-9.26724,1,0.384541,4,15,0,10.2804,0.703502,0.290421,0.402949,0.703502,0.290421,0.402949,2.8292,2.87745,72.023,72.5452,73.3666,74.8395,75.1186,75.7545,75.7869,78.1869,78.5517,81.3405,82.502,83.3581,83.3754,84.4587,85.3636,86.5248,86.9177,86.9987,92.7138,97.5459,101.689,103.592,109.609,109.938,111.268,120.767,140.716,145.791,151.301,159.735,179.106,199.035
-9.93904,0.993733,0.384541,4,15,0,10.3183,0.739231,0.259022,0.41443,0.739231,0.259022,0.41443,2.68384,2.73727,75.4613,75.9418,76.698,78.0553,78.3128,78.8996,78.9294,81.1483,81.4861,84.0745,85.1556,85.9535,85.9696,86.9808,87.8267,88.9139,89.2821,89.358,94.7381,99.3185,103.266,105.086,110.858,111.176,112.455,121.635,141.062,146.026,151.425,159.7,178.752,198.398
-9.40748,0.931579,0.384541,3,7,0,10.4493,0.727177,0.29897,0.399775,0.727177,0.29897,0.399775,2.86752,2.91444,74.5069,75.0653,75.9434,77.5176,77.8159,78.4952,78.5298,81.0923,81.4816,84.4558,85.6936,86.6054,86.6238,87.7773,88.7403,89.9758,90.3937,90.4797,96.5508,101.675,106.062,108.076,114.436,114.784,116.188,126.212,147.226,152.566,158.362,167.23,187.587,208.52
-8.90437,0.965434,0.384541,2,3,0,9.66163,0.714276,0.305115,0.39748,0.714276,0.305115,0.39748,2.89476,2.94075,73.2277,73.7894,74.6727,76.2557,76.5555,77.2384,77.2731,79.8481,80.239,83.225,84.467,85.3816,85.4001,86.5568,87.5223,88.7604,89.1791,89.2653,95.3432,100.466,104.848,106.859,113.204,113.552,114.952,124.941,145.855,151.165,156.929,165.744,185.973,206.766
-9.31184,0.892732,0.384541,3,11,0,9.74382,0.699345,0.356184,0.377961,0.699345,0.356184,0.377961,3.11205,3.15089,72.0547,72.7151,73.7521,75.606,75.9564,76.7536,76.7941,79.7884,80.2414,83.687,85.1128,86.1601,86.1813,87.5025,88.6027,90.0102,90.4852,90.583,97.4332,103.15,108.005,110.224,117.193,117.573,119.105,129.982,152.559,158.263,164.444,173.882,195.487,217.64
-9.05392,0.826635,0.384541,2,7,0,11.2758,0.717465,0.309346,0.395893,0.717465,0.309346,0.395893,2.91337,2.95873,73.5843,74.1578,75.0594,76.6749,76.9809,77.6776,77.7131,80.3396,80.7383,83.7822,85.0478,85.9796,85.9984,87.1766,88.1598,89.4204,89.8466,89.9344,96.1181,101.326,105.778,107.82,114.26,114.613,116.033,126.165,147.359,152.738,158.575,167.501,187.98,209.024
-9.40246,0.961789,0.384541,3,7,0,9.98887,0.729633,0.288347,0.403716,0.729633,0.288347,0.403716,2.81982,2.8684,74.6837,75.2208,76.0656,77.5807,77.8678,78.522,78.5553,81.0246,81.3999,84.27,85.4657,86.3469,86.3647,87.48,88.4117,89.6076,90.0122,90.0955,95.9828,100.963,105.234,107.197,113.401,113.742,115.113,124.915,145.508,150.748,156.438,165.148,185.156,205.743
-9.26735,0.887205,0.384541,3,11,0,10.5972,0.661207,0.378477,0.369179,0.661207,0.378477,0.369179,3.20233,3.23835,68.2782,68.9495,70.0029,71.8835,72.2386,73.046,73.087,76.1138,76.571,80.0414,81.4743,82.5255,82.5467,83.8715,84.9735,86.3818,86.8568,86.9546,93.7851,99.4628,104.272,106.467,113.348,113.723,115.232,125.939,148.095,153.683,159.736,168.972,190.098,211.74
-9.18327,1,0.384541,1,1,0,9.25698,0.662762,0.381157,0.368112,0.662762,0.381157,0.368112,3.21301,3.2487,68.4575,69.136,70.2008,72.1012,72.4601,73.2759,73.3173,76.3748,76.8365,80.3406,81.787,82.8479,82.8694,84.2063,85.3182,86.7391,87.2183,87.3169,94.2055,99.9288,104.775,106.986,113.918,114.296,115.816,126.598,148.902,154.526,160.617,169.913,191.17,212.946
-8.68447,0.954849,0.384541,2,7,0,9.72571,0.694812,0.334328,0.386414,0.694812,0.334328,0.386414,3.02095,3.06272,71.4333,72.0419,72.9982,74.7097,75.0335,75.7706,75.8081,78.5813,79.0016,82.2038,83.5319,84.5085,84.5282,85.7615,86.7895,88.106,88.5508,88.6423,95.0728,100.461,105.051,107.152,113.763,114.124,115.579,125.933,147.495,152.954,158.872,167.915,188.635,209.899
-8.72972,0.920427,0.384541,2,3,0,9.19986,0.703041,0.316197,0.393312,0.703041,0.316197,0.393312,2.94326,2.98761,72.1523,72.7289,73.6353,75.2589,75.5663,76.2663,76.3019,78.9392,79.3394,82.3929,83.6616,84.5953,84.6142,85.7945,86.7791,88.0412,88.4678,88.5556,94.7391,99.9392,104.38,106.416,112.833,113.184,114.598,124.679,145.74,151.081,156.876,165.735,186.052,206.923
-8.72218,0.999669,0.384541,4,15,0,8.76651,0.70285,0.318472,0.392452,0.70285,0.318472,0.392452,2.95312,2.99713,72.1486,72.7299,73.6437,75.2804,75.5902,76.2957,76.3316,78.9894,79.3926,82.4687,83.7465,84.6868,84.7059,85.8943,86.8857,88.1563,88.5857,88.6742,94.8969,100.128,104.593,106.64,113.09,113.442,114.864,124.992,146.144,151.507,157.325,166.218,186.613,207.56
-10.0873,0.707079,0.384541,1,3,0,10.4882,0.689945,0.292102,0.402327,0.689945,0.292102,0.402327,2.83677,2.88476,70.6462,71.1618,71.9728,73.4269,73.7025,74.3302,74.3621,76.7312,77.0912,79.8433,80.9894,81.834,81.8511,82.9198,83.8124,84.9579,85.3454,85.4252,91.0608,95.8241,99.9068,101.782,107.709,108.034,109.343,118.698,138.337,143.331,148.755,157.054,176.114,195.722
-9.98315,0.906355,0.384541,3,15,0,11.9536,0.644179,0.40715,0.357634,0.644179,0.40715,0.357634,3.31484,3.34748,66.7161,67.43,68.5491,70.5431,70.9191,71.7733,71.8167,75.0105,75.4918,79.1363,80.6365,81.7356,81.7578,83.141,84.2902,85.7568,86.2511,86.3528,93.4363,99.2967,104.245,106.499,113.554,113.938,115.483,126.421,148.98,154.659,160.807,170.183,191.607,213.535
-9.90082,0.983634,0.384541,2,3,0,10.1641,0.647345,0.43041,0.348052,0.647345,0.43041,0.348052,3.40339,3.43346,67.2077,67.9748,69.1761,71.3131,71.7155,72.6291,72.6755,76.0841,76.5967,80.4708,82.0617,83.2259,83.2494,84.7131,85.9278,87.4766,87.9982,88.1055,95.5616,101.709,106.888,109.244,116.607,117.007,118.618,130.006,153.44,159.332,165.707,175.425,197.617,220.317
-9.76825,0.912151,0.384541,2,3,0,10.3302,0.655358,0.424367,0.35056,0.655358,0.424367,0.35056,3.38061,3.41133,67.9963,68.7597,69.9556,72.0839,72.4849,73.3953,73.4415,76.84,77.3514,81.2181,82.8069,83.9699,83.9934,85.456,86.6701,88.2186,88.7401,88.8474,96.308,102.464,107.654,110.016,117.398,117.8,119.416,130.842,154.368,160.284,166.687,176.449,198.743,221.551
-9.42041,1,0.384541,3,7,0,9.73961,0.655704,0.396652,0.361894,0.655704,0.396652,0.361894,3.27409,3.30794,67.836,68.5402,69.6446,71.6137,71.9853,72.8295,72.8724,76.0322,76.5087,80.1207,81.6092,82.7002,82.7223,84.096,85.2378,86.6959,87.1873,87.2885,94.3408,100.185,105.126,107.378,114.429,114.813,116.359,127.306,149.912,155.606,161.771,171.176,192.673,214.684
-9.42714,0.996285,0.384541,1,1,0,9.45396,0.655574,0.395596,0.362321,0.655574,0.395596,0.362321,3.26997,3.30394,67.8152,68.517,69.6176,71.5803,71.9507,72.7922,72.8349,75.9849,76.46,80.0615,81.5457,82.6337,82.6557,84.0258,85.1645,86.6187,87.1089,87.2098,94.2447,100.076,105.006,107.252,114.29,114.673,116.215,127.142,149.706,155.391,161.546,170.935,192.396,214.371
-9.02275,0.995891,0.384541,4,15,0,10.0286,0.710789,0.29172,0.402468,0.710789,0.29172,0.402468,2.83505,2.8831,72.7779,73.3083,74.1425,75.6383,75.9218,76.5675,76.6004,79.0374,79.4078,82.2391,83.4182,84.2871,84.3047,85.4042,86.3226,87.5011,87.8999,87.982,93.7807,98.6821,102.884,104.814,110.913,111.248,112.595,122.224,142.439,147.58,153.162,161.706,181.328,201.513
-9.15916,0.948731,0.384541,3,7,0,9.50716,0.723572,0.290972,0.402745,0.723572,0.290972,0.402745,2.83168,2.87984,74.0815,74.6198,75.4665,76.9847,77.2724,77.9279,77.9612,80.435,80.8109,83.6851,84.8822,85.7644,85.7823,86.8986,87.8311,89.0277,89.4326,89.516,95.4046,100.383,104.651,106.612,112.809,113.148,114.517,124.301,144.845,150.07,155.744,164.428,184.374,204.892
-9.98235,0.943651,0.384541,2,3,0,10.192,0.734376,0.254724,0.41598,0.734376,0.254724,0.41598,2.66335,2.71752,74.9364,75.4047,76.1416,77.4645,77.7154,78.2874,78.3165,80.4799,80.8094,83.3343,84.3893,85.168,85.1838,86.1709,86.9968,88.0586,88.4183,88.4924,93.7504,98.2313,102.096,103.878,109.535,109.846,111.101,120.108,139.189,144.068,149.376,157.513,176.256,195.59
-10.0739,0.999172,0.384541,2,3,0,10.0907,0.735786,0.252353,0.416833,0.735786,0.252353,0.416833,2.65198,2.70656,75.0641,75.5282,76.2587,77.57,77.8188,78.3859,78.4147,80.5597,80.8864,83.3904,84.4369,85.2095,85.2252,86.2045,87.024,88.0777,88.4346,88.5082,93.7283,98.1791,102.02,103.791,109.416,109.725,110.973,119.934,138.93,143.79,149.077,157.183,175.859,195.128
-9.05214,0.918047,0.384541,2,7,0,11.7277,0.699453,0.301328,0.398895,0.699453,0.301328,0.398895,2.878,2.92456,71.6822,72.2243,73.0768,74.6047,74.8942,75.5535,75.587,78.0736,78.4513,81.3363,82.5368,83.4209,83.4389,84.5572,85.4909,86.6885,87.0936,87.177,93.0597,98.0221,102.269,104.219,110.373,110.711,112.069,121.765,142.08,147.241,152.843,161.412,181.081,201.303
-8.7539,0.999098,0.384541,3,7,0,9.0506,0.700638,0.314054,0.394121,0.700638,0.314054,0.394121,2.93394,2.9786,71.8909,72.461,73.3571,74.9625,75.2665,75.9587,75.9939,78.6024,78.9982,82.0192,83.2747,84.1988,84.2175,85.3857,86.3603,87.6097,88.0321,88.1191,94.2429,99.395,103.796,105.814,112.176,112.525,113.927,123.926,144.824,150.125,155.877,164.671,184.841,205.563
-8.72059,0.998019,0.384541,3,15,0,8.78553,0.685606,0.343417,0.382917,0.685606,0.343417,0.382917,3.05916,3.09969,70.5498,71.1697,72.1435,73.8856,74.2152,74.965,75.0031,77.8223,78.2492,81.4999,82.8468,83.8368,83.8568,85.1065,86.1478,87.4806,87.9307,88.0234,94.5239,99.9615,104.588,106.704,113.357,113.721,115.184,125.588,147.225,152.698,158.63,167.692,188.446,209.738
-8.73078,0.996757,0.384541,3,11,0,9.0094,0.702352,0.325025,0.389966,0.702352,0.325025,0.389966,2.98134,3.02441,72.1432,72.7382,73.6734,75.3478,75.6648,76.3863,76.423,79.1398,79.5518,82.6931,83.9972,84.9566,84.976,86.1881,87.1989,88.494,88.9316,89.0217,95.3572,100.676,105.212,107.29,113.834,114.192,115.633,125.899,147.311,152.735,158.62,167.613,188.228,209.395
-9.03286,0.973199,0.384541,3,11,0,10.136,0.668894,0.366403,0.373956,0.668894,0.366403,0.373956,3.15375,3.19128,68.9878,69.6411,70.6667,72.4989,72.8451,73.6324,73.6724,76.6271,77.0738,80.4683,81.8715,82.9016,82.9225,84.2214,85.3025,86.6849,87.1513,87.2473,93.9647,99.56,104.307,106.474,113.276,113.647,115.141,125.743,147.716,153.263,159.273,168.447,189.438,210.952
-8.88799,1,0.384541,2,3,0,9.0438,0.673959,0.364449,0.374724,0.673959,0.364449,0.374724,3.14582,3.1836,69.4966,70.1506,71.1774,73.0121,73.3588,74.1473,74.1874,77.147,77.5945,80.9956,82.4019,83.4344,83.4553,84.7573,85.841,87.2269,87.6946,87.7909,94.5274,100.141,104.904,107.079,113.906,114.279,115.778,126.422,148.49,154.061,160.098,169.313,190.401,212.016
-9.0405,0.927689,0.384541,2,3,0,9.42922,0.687206,0.367324,0.373593,0.687206,0.367324,0.373593,3.15748,3.19489,70.8831,71.5563,72.613,74.5009,74.8576,75.6688,75.71,78.754,79.2141,82.7107,84.156,85.2169,85.2384,86.5761,87.6895,89.113,89.5934,89.6922,96.6087,102.369,107.255,109.486,116.487,116.869,118.406,129.316,151.926,157.633,163.816,173.255,194.851,216.984
-9.33405,0.995134,0.384541,3,7,0,9.50403,0.658295,0.388573,0.365147,0.658295,0.388573,0.365147,3.24239,3.27719,68.0476,68.7373,69.8193,71.7496,72.114,72.942,72.9841,76.0858,76.5539,80.1043,81.5686,82.6424,82.6641,84.0167,85.1412,86.5777,87.0621,87.1618,94.1184,99.8911,104.776,107.003,113.981,114.362,115.892,126.736,149.151,154.8,160.917,170.251,191.59,213.445
-9.40807,0.939525,0.384541,2,5,0,9.8514,0.679509,0.389105,0.364933,0.679509,0.389105,0.364933,3.24449,3.27922,70.2443,70.9574,72.0761,74.0718,74.4485,75.3046,75.3481,78.5545,79.0384,82.7084,84.222,85.3318,85.3543,86.7522,87.9145,89.3992,89.8998,90.0028,97.192,103.157,108.204,110.506,117.716,118.109,119.69,130.894,154.05,159.885,166.205,175.847,197.89,220.466
-9.42502,1,0.384541,2,3,0,9.4799,0.664552,0.357524,0.377438,0.664552,0.357524,0.377438,3.11755,3.15622,68.4791,69.1095,70.0993,71.8685,72.203,72.9637,73.0024,75.8595,76.2918,79.5789,80.9389,81.9378,81.958,83.2181,84.2673,85.6095,86.0625,86.1558,92.6868,98.1357,102.763,104.877,111.518,111.88,113.339,123.701,145.205,150.637,156.523,165.511,186.084,207.178
-9.12479,0.995836,0.384541,2,7,0,11.5695,0.717188,0.314182,0.394073,0.717188,0.314182,0.394073,2.9345,2.97914,73.59,74.1738,75.0915,76.7356,77.0469,77.7558,77.7919,80.4632,80.8685,83.9622,85.2479,86.1942,86.2134,87.4097,88.4078,89.6872,90.1197,90.2088,96.4796,101.755,106.262,108.328,114.843,115.199,116.635,126.873,148.271,153.698,159.587,168.591,189.243,210.459
-8.93524,0.999246,0.384541,3,11,0,9.48369,0.672331,0.362985,0.3753,0.672331,0.362985,0.3753,3.13986,3.17783,69.3185,69.9678,70.9873,72.809,73.1533,73.9363,73.9761,76.9154,77.3599,80.7386,82.1358,83.1617,83.1825,84.4763,85.5533,86.9306,87.3954,87.4911,94.1876,99.7689,104.506,106.669,113.461,113.831,115.323,125.913,147.872,153.417,159.425,168.597,189.587,211.103
