                    Mean        MCSE        StdDev            5%           50%           95%       N_Eff   N_Eff/s    R_hat
dL[863]     1.339340e+01    0.002254      0.112924  1.320910e+01  1.339450e+01  1.358040e+01  2510.09000  1.156110  1.00067
dL[864]     1.339430e+01    0.002254      0.112936  1.320990e+01  1.339530e+01  1.358120e+01  2509.95000  1.156050  1.00067
dL[865]     1.340190e+01    0.002257      0.113044  1.321740e+01  1.340290e+01  1.358900e+01  2509.39000  1.155790  1.00067
dL[866]     1.340460e+01    0.002258      0.113083  1.322010e+01  1.340560e+01  1.359180e+01  2509.16000  1.155680  1.00067
dL[867]     1.340480e+01    0.002258      0.113087  1.322030e+01  1.340580e+01  1.359200e+01  2509.20000  1.155700  1.00067
dL[868]     1.340800e+01    0.002259      0.113130  1.322340e+01  1.340900e+01  1.359520e+01  2508.93000  1.155580  1.00067
dL[869]     1.344460e+01    0.002270      0.113651  1.325930e+01  1.344570e+01  1.363270e+01  2506.26000  1.154350  1.00067
dL[870]     1.346330e+01    0.002276      0.113916  1.327750e+01  1.346440e+01  1.365170e+01  2504.89000  1.153720  1.00067
dL[871]     1.346560e+01    0.002277      0.113949  1.327980e+01  1.346670e+01  1.365410e+01  2504.73000  1.153640  1.00067
dL[872]     1.347670e+01    0.002280      0.114107  1.329060e+01  1.347780e+01  1.366540e+01  2504.00000  1.153310  1.00067
dL[873]     1.348920e+01    0.002284      0.114285  1.330280e+01  1.349040e+01  1.367830e+01  2503.03000  1.152860  1.00067
dL[874]     1.355330e+01    0.002305      0.115198  1.336530e+01  1.355450e+01  1.374370e+01  2498.42000  1.150740  1.00068
dL[875]     1.356300e+01    0.002308      0.115336  1.337490e+01  1.356430e+01  1.375370e+01  2497.82000  1.150460  1.00068
dL[876]     1.357490e+01    0.002312      0.115506  1.338650e+01  1.357620e+01  1.376580e+01  2496.91000  1.150040  1.00068
dL[877]     1.361660e+01    0.002325      0.116101  1.342710e+01  1.361800e+01  1.380840e+01  2493.88000  1.148650  1.00068
dL[878]     1.362630e+01    0.002328      0.116240  1.343650e+01  1.362770e+01  1.381830e+01  2493.26000  1.148360  1.00068
dL[879]     1.364510e+01    0.002334      0.116508  1.345480e+01  1.364640e+01  1.383760e+01  2492.01000  1.147780  1.00068
dL[880]     1.364660e+01    0.002334      0.116529  1.345620e+01  1.364790e+01  1.383900e+01  2491.89000  1.147730  1.00068
dL[881]     1.366910e+01    0.002342      0.116850  1.347820e+01  1.367030e+01  1.386200e+01  2490.30000  1.147000  1.00068
dL[882]     1.368090e+01    0.002345      0.117019  1.348970e+01  1.368210e+01  1.387410e+01  2489.50000  1.146630  1.00068
dL[883]     1.368520e+01    0.002347      0.117081  1.349400e+01  1.368640e+01  1.387850e+01  2489.30000  1.146540  1.00068
dL[884]     1.369030e+01    0.002348      0.117153  1.349900e+01  1.369150e+01  1.388370e+01  2488.82000  1.146310  1.00068
dL[885]     1.369720e+01    0.002351      0.117254  1.350580e+01  1.369840e+01  1.389080e+01  2488.36000  1.146100  1.00068
dL[886]     1.369760e+01    0.002351      0.117258  1.350610e+01  1.369880e+01  1.389120e+01  2488.39000  1.146120  1.00068
dL[887]     1.371690e+01    0.002357      0.117535  1.352500e+01  1.371800e+01  1.391090e+01  2486.98000  1.145470  1.00068
dL[888]     1.372570e+01    0.002360      0.117661  1.353370e+01  1.372690e+01  1.391990e+01  2486.45000  1.145220  1.00068
dL[889]     1.374060e+01    0.002364      0.117874  1.354820e+01  1.374170e+01  1.393510e+01  2485.48000  1.144770  1.00068
dL[890]     1.374970e+01    0.002367      0.118004  1.355710e+01  1.375080e+01  1.394440e+01  2484.80000  1.144460  1.00068
dL[891]     1.375900e+01    0.002370      0.118138  1.356620e+01  1.376010e+01  1.395390e+01  2484.16000  1.144170  1.00068
dL[892]     1.376900e+01    0.002373      0.118281  1.357600e+01  1.377010e+01  1.396410e+01  2483.49000  1.143860  1.00068
dL[893]     1.377810e+01    0.002376      0.118412  1.358490e+01  1.377920e+01  1.397340e+01  2482.96000  1.143610  1.00068
dL[894]     1.379890e+01    0.002383      0.118710  1.360520e+01  1.380000e+01  1.399470e+01  2481.52000  1.142950  1.00068
dL[895]     1.380010e+01    0.002383      0.118727  1.360640e+01  1.380120e+01  1.399590e+01  2481.42000  1.142910  1.00068
dL[896]     1.380120e+01    0.002384      0.118743  1.360750e+01  1.380230e+01  1.399700e+01  2481.32000  1.142860  1.00068
dL[897]     1.383360e+01    0.002394      0.119208  1.363910e+01  1.383470e+01  1.403010e+01  2479.19000  1.141880  1.00068
dL[898]     1.385810e+01    0.002402      0.119561  1.366320e+01  1.385930e+01  1.405520e+01  2477.57000  1.141130  1.00069
dL[899]     1.387030e+01    0.002406      0.119737  1.367510e+01  1.387150e+01  1.406770e+01  2476.78000  1.140770  1.00069
dL[900]     1.387420e+01    0.002407      0.119791  1.367890e+01  1.387540e+01  1.407160e+01  2476.53000  1.140650  1.00069
dL[901]     1.390650e+01    0.002418      0.120256  1.371050e+01  1.390770e+01  1.410450e+01  2474.38000  1.139660  1.00069
dL[902]     1.392250e+01    0.002423      0.120486  1.372610e+01  1.392370e+01  1.412070e+01  2473.40000  1.139210  1.00069
dL[903]     1.392390e+01    0.002423      0.120507  1.372750e+01  1.392520e+01  1.412220e+01  2473.21000  1.139120  1.00069
dL[904]     1.393870e+01    0.002428      0.120720  1.374190e+01  1.394000e+01  1.413720e+01  2472.34000  1.138720  1.00069
dL[905]     1.394790e+01    0.002431      0.120853  1.375090e+01  1.394920e+01  1.414660e+01  2471.81000  1.138480  1.00069
dL[906]     1.395780e+01    0.002434      0.120996  1.376050e+01  1.395910e+01  1.415670e+01  2471.08000  1.138140  1.00069
dL[907]     1.397600e+01    0.002440      0.121258  1.377830e+01  1.397730e+01  1.417510e+01  2469.90000  1.137600  1.00069
dL[908]     1.398340e+01    0.002442      0.121365  1.378560e+01  1.398470e+01  1.418270e+01  2469.48000  1.137410  1.00069
dL[909]     1.399810e+01    0.002447      0.121576  1.380000e+01  1.399940e+01  1.419770e+01  2468.60000  1.137000  1.00069
dL[910]     1.401740e+01    0.002453      0.121855  1.381880e+01  1.401880e+01  1.421730e+01  2467.27000  1.136390  1.00069
dL[911]     1.404710e+01    0.002463      0.122284  1.384800e+01  1.404850e+01  1.424760e+01  2465.34000  1.135500  1.00069
dL[912]     1.404860e+01    0.002463      0.122306  1.384950e+01  1.405010e+01  1.424910e+01  2465.35000  1.135500  1.00069
dL[913]     1.407760e+01    0.002473      0.122724  1.387770e+01  1.407910e+01  1.427860e+01  2463.54000  1.134670  1.00069
dL[914]     1.412010e+01    0.002486      0.123339  1.391920e+01  1.412160e+01  1.432180e+01  2460.80000  1.133410  1.00069
dL[915]     1.413770e+01    0.002492      0.123595  1.393650e+01  1.413930e+01  1.433980e+01  2459.71000  1.132910  1.00070
dL[916]     1.415070e+01    0.002496      0.123782  1.394920e+01  1.415220e+01  1.435300e+01  2458.92000  1.132540  1.00070
dL[917]     1.415880e+01    0.002499      0.123899  1.395710e+01  1.416030e+01  1.436120e+01  2458.42000  1.132310  1.00070
dL[918]     1.416610e+01    0.002501      0.124005  1.396420e+01  1.416760e+01  1.436880e+01  2458.02000  1.132130  1.00070
dL[919]     1.417790e+01    0.002505      0.124177  1.397570e+01  1.417950e+01  1.438090e+01  2457.31000  1.131800  1.00070
dL[920]     1.418550e+01    0.002508      0.124287  1.398310e+01  1.418700e+01  1.438860e+01  2456.81000  1.131570  1.00070
dL[921]     1.426190e+01    0.002532      0.125394  1.405770e+01  1.426340e+01  1.446640e+01  2452.21000  1.129450  1.00070
dL[922]     1.427680e+01    0.002537      0.125611  1.407230e+01  1.427830e+01  1.448170e+01  2451.34000  1.129050  1.00070
dL[923]     1.428900e+01    0.002541      0.125788  1.408430e+01  1.429060e+01  1.449420e+01  2450.52000  1.128670  1.00070
dL[924]     1.429900e+01    0.002544      0.125933  1.409410e+01  1.430060e+01  1.450440e+01  2449.99000  1.128430  1.00070
dL[925]     1.433230e+01    0.002555      0.126418  1.412680e+01  1.433380e+01  1.453850e+01  2448.03000  1.127520  1.00070
dL[926]     1.434160e+01    0.002558      0.126555  1.413590e+01  1.434320e+01  1.454820e+01  2447.46000  1.127260  1.00070
dL[927]     1.434550e+01    0.002559      0.126610  1.413970e+01  1.434710e+01  1.455210e+01  2447.20000  1.127140  1.00070
dL[928]     1.435040e+01    0.002561      0.126681  1.414450e+01  1.435200e+01  1.455700e+01  2446.97000  1.127040  1.00070
dL[929]     1.435180e+01    0.002561      0.126703  1.414590e+01  1.435350e+01  1.455850e+01  2446.82000  1.126970  1.00070
dL[930]     1.436430e+01    0.002565      0.126885  1.415820e+01  1.436600e+01  1.457120e+01  2446.19000  1.126680  1.00070
dL[931]     1.436880e+01    0.002567      0.126950  1.416260e+01  1.437050e+01  1.457570e+01  2445.88000  1.126540  1.00070
dL[932]     1.437590e+01    0.002569      0.127054  1.416960e+01  1.437760e+01  1.458290e+01  2445.45000  1.126340  1.00070
dL[933]     1.438540e+01    0.002572      0.127192  1.417890e+01  1.438710e+01  1.459260e+01  2444.88000  1.126070  1.00070
dL[934]     1.440680e+01    0.002579      0.127502  1.419980e+01  1.440850e+01  1.461440e+01  2443.68000  1.125520  1.00070
dL[935]     1.443400e+01    0.002588      0.127900  1.422650e+01  1.443570e+01  1.464220e+01  2442.10000  1.124790  1.00070
dL[936]     1.445400e+01    0.002595      0.128191  1.424620e+01  1.445580e+01  1.466270e+01  2440.97000  1.124270  1.00070
dL[937]     1.445540e+01    0.002595      0.128213  1.424750e+01  1.445720e+01  1.466420e+01  2440.82000  1.124200  1.00070
dL[938]     1.448040e+01    0.002603      0.128577  1.427200e+01  1.448220e+01  1.468980e+01  2439.42000  1.123560  1.00071
dL[939]     1.451010e+01    0.002613      0.129011  1.430110e+01  1.451200e+01  1.472040e+01  2437.72000  1.122780  1.00071
dL[940]     1.452240e+01    0.002617      0.129191  1.431310e+01  1.452430e+01  1.473300e+01  2437.07000  1.122480  1.00071
dL[941]     1.456370e+01    0.002630      0.129794  1.435350e+01  1.456560e+01  1.477540e+01  2434.78000  1.121420  1.00071
dL[942]     1.457160e+01    0.002633      0.129910  1.436120e+01  1.457350e+01  1.478350e+01  2434.29000  1.121200  1.00071
dL[943]     1.457800e+01    0.002635      0.130004  1.436750e+01  1.457990e+01  1.479010e+01  2433.98000  1.121050  1.00071
dL[944]     1.458340e+01    0.002637      0.130083  1.437280e+01  1.458530e+01  1.479560e+01  2433.65000  1.120900  1.00071
dL[945]     1.458750e+01    0.002638      0.130142  1.437670e+01  1.458940e+01  1.479980e+01  2433.42000  1.120800  1.00071
dL[946]     1.468940e+01    0.002672      0.131636  1.447640e+01  1.469110e+01  1.490450e+01  2427.86000  1.118240  1.00071
dL[947]     1.471600e+01    0.002680      0.132026  1.450240e+01  1.471770e+01  1.493180e+01  2426.41000  1.117570  1.00071
dL[948]     1.472280e+01    0.002683      0.132127  1.450920e+01  1.472460e+01  1.493890e+01  2425.97000  1.117360  1.00071
dL[949]     1.473360e+01    0.002686      0.132285  1.451970e+01  1.473530e+01  1.494990e+01  2425.42000  1.117110  1.00071
dL[950]     1.474620e+01    0.002690      0.132471  1.453200e+01  1.474800e+01  1.496280e+01  2424.79000  1.116820  1.00071
dL[951]     1.475830e+01    0.002694      0.132648  1.454380e+01  1.476010e+01  1.497510e+01  2424.10000  1.116510  1.00071
dL[952]     1.476680e+01    0.002697      0.132774  1.455220e+01  1.476860e+01  1.498390e+01  2423.63000  1.116290  1.00071
dL[953]     1.478010e+01    0.002701      0.132968  1.456510e+01  1.478180e+01  1.499740e+01  2422.96000  1.115980  1.00071
dL[954]     1.478650e+01    0.002703      0.133063  1.457140e+01  1.478820e+01  1.500390e+01  2422.56000  1.115800  1.00071
dL[955]     1.480300e+01    0.002709      0.133305  1.458760e+01  1.480480e+01  1.502080e+01  2421.68000  1.115390  1.00071
dL[956]     1.482380e+01    0.002716      0.133612  1.460790e+01  1.482550e+01  1.504210e+01  2420.57000  1.114880  1.00072
dL[957]     1.483440e+01    0.002719      0.133768  1.461830e+01  1.483610e+01  1.505290e+01  2420.10000  1.114660  1.00072
dL[958]     1.484440e+01    0.002722      0.133915  1.462810e+01  1.484610e+01  1.506320e+01  2419.52000  1.114400  1.00072
dL[959]     1.484830e+01    0.002724      0.133972  1.463180e+01  1.485000e+01  1.506710e+01  2419.35000  1.114320  1.00072
dL[960]     1.485470e+01    0.002726      0.134066  1.463810e+01  1.485640e+01  1.507370e+01  2418.99000  1.114150  1.00072
dL[961]     1.486550e+01    0.002729      0.134224  1.464870e+01  1.486710e+01  1.508470e+01  2418.44000  1.113900  1.00072
dL[962]     1.488090e+01    0.002735      0.134453  1.466380e+01  1.488260e+01  1.510050e+01  2417.55000  1.113490  1.00072
dL[963]     1.488430e+01    0.002736      0.134503  1.466710e+01  1.488600e+01  1.510390e+01  2417.42000  1.113430  1.00072
dL[964]     1.488580e+01    0.002736      0.134525  1.466860e+01  1.488750e+01  1.510550e+01  2417.41000  1.113420  1.00072
dL[965]     1.488740e+01    0.002737      0.134548  1.467010e+01  1.488910e+01  1.510710e+01  2417.29000  1.113370  1.00072
dL[966]     1.492010e+01    0.002747      0.135031  1.470210e+01  1.492180e+01  1.514070e+01  2415.58000  1.112580  1.00072
dL[967]     1.493440e+01    0.002752      0.135241  1.471610e+01  1.493600e+01  1.515540e+01  2414.79000  1.112220  1.00072
dL[968]     1.493630e+01    0.002753      0.135269  1.471800e+01  1.493790e+01  1.515740e+01  2414.74000  1.112190  1.00072
dL[969]     1.497570e+01    0.002766      0.135851  1.475650e+01  1.497730e+01  1.519770e+01  2412.78000  1.111290  1.00072
dL[970]     1.497850e+01    0.002767      0.135892  1.475920e+01  1.498000e+01  1.520060e+01  2412.60000  1.111210  1.00072
dL[971]     1.498390e+01    0.002768      0.135971  1.476450e+01  1.498540e+01  1.520610e+01  2412.31000  1.111070  1.00072
dL[972]     1.498930e+01    0.002770      0.136052  1.476980e+01  1.499090e+01  1.521160e+01  2411.99000  1.110930  1.00072
dL[973]     1.501960e+01    0.002780      0.136500  1.479950e+01  1.502120e+01  1.524250e+01  2410.48000  1.110230  1.00072
dL[974]     1.502180e+01    0.002781      0.136532  1.480160e+01  1.502340e+01  1.524470e+01  2410.33000  1.110160  1.00072
dL[975]     1.504490e+01    0.002789      0.136874  1.482420e+01  1.504660e+01  1.526820e+01  2409.24000  1.109660  1.00072
dL[976]     1.508130e+01    0.002801      0.137412  1.485970e+01  1.508300e+01  1.530530e+01  2407.42000  1.108820  1.00072
dL[977]     1.510910e+01    0.002810      0.137824  1.488690e+01  1.511080e+01  1.533370e+01  2405.99000  1.108160  1.00072
dL[978]     1.514380e+01    0.002821      0.138339  1.492070e+01  1.514560e+01  1.536920e+01  2404.32000  1.107400  1.00072
dL[979]     1.516190e+01    0.002827      0.138606  1.493840e+01  1.516370e+01  1.538770e+01  2403.45000  1.106990  1.00072
dL[980]     1.517290e+01    0.002831      0.138770  1.494910e+01  1.517470e+01  1.539900e+01  2402.88000  1.106730  1.00072
dL[981]     1.518030e+01    0.002833      0.138879  1.495620e+01  1.518210e+01  1.540650e+01  2402.50000  1.106560  1.00072
dL[982]     1.518650e+01    0.002835      0.138972  1.496230e+01  1.518830e+01  1.541280e+01  2402.22000  1.106430  1.00072
dL[983]     1.523020e+01    0.002850      0.139620  1.500490e+01  1.523220e+01  1.545760e+01  2400.10000  1.105450  1.00073
dL[984]     1.524290e+01    0.002854      0.139808  1.501720e+01  1.524490e+01  1.547050e+01  2399.49000  1.105170  1.00073
dL[985]     1.524560e+01    0.002855      0.139847  1.501980e+01  1.524760e+01  1.547320e+01  2399.36000  1.105110  1.00073
dL[986]     1.524810e+01    0.002856      0.139886  1.502230e+01  1.525010e+01  1.547580e+01  2399.21000  1.105040  1.00073
dL[987]     1.526220e+01    0.002861      0.140095  1.503600e+01  1.526430e+01  1.549020e+01  2398.56000  1.104740  1.00073
dL[988]     1.526820e+01    0.002863      0.140185  1.504190e+01  1.527020e+01  1.549640e+01  2398.25000  1.104600  1.00073
dL[989]     1.528350e+01    0.002868      0.140412  1.505680e+01  1.528560e+01  1.551200e+01  2397.54000  1.104270  1.00073
dL[990]     1.529400e+01    0.002871      0.140568  1.506700e+01  1.529610e+01  1.552270e+01  2397.03000  1.104040  1.00073
dL[991]     1.532620e+01    0.002882      0.141046  1.509830e+01  1.532830e+01  1.555570e+01  2395.44000  1.103310  1.00073
dL[992]     1.533510e+01    0.002885      0.141180  1.510700e+01  1.533720e+01  1.556480e+01  2395.05000  1.103120  1.00073
dL[993]     1.536270e+01    0.002894      0.141590  1.513380e+01  1.536480e+01  1.559300e+01  2393.76000  1.102530  1.00073
dL[994]     1.536430e+01    0.002894      0.141613  1.513540e+01  1.536630e+01  1.559460e+01  2393.72000  1.102510  1.00073
dL[995]     1.536930e+01    0.002896      0.141689  1.514030e+01  1.537140e+01  1.559970e+01  2393.48000  1.102400  1.00073
dL[996]     1.536940e+01    0.002896      0.141690  1.514040e+01  1.537150e+01  1.559980e+01  2393.45000  1.102390  1.00073
dL[997]     1.544750e+01    0.002922      0.142853  1.521640e+01  1.544950e+01  1.567960e+01  2389.81000  1.100710  1.00073
dL[998]     1.544810e+01    0.002922      0.142862  1.521700e+01  1.545010e+01  1.568030e+01  2389.81000  1.100710  1.00073
dL[999]     1.545130e+01    0.002923      0.142909  1.522010e+01  1.545330e+01  1.568350e+01  2389.62000  1.100620  1.00073
dL[1000]    1.545700e+01    0.002925      0.142996  1.522570e+01  1.545910e+01  1.568940e+01  2389.40000  1.100520  1.00073
correction  9.773500e-01    0.000480      0.019720  9.446000e-01  9.772600e-01  1.010170e+00  1685.73574  0.776420  1.00142
Delta       2.367465e+01    0.000530      0.022440  2.363790e+01  2.367450e+01  2.371110e+01  1786.51719  0.822840  1.00178
A           3.261851e+07  352.796070  14934.338410  3.259430e+07  3.261830e+07  3.264300e+07  1791.94432  0.825340  1.00176
B           1.370363e+06    7.412760    313.698070  1.369850e+06  1.370360e+06  1.370880e+06  1790.86808  0.824850  1.00175
C           5.757160e+04         NaN      0.000000  5.757160e+04  5.757160e+04  5.757160e+04         NaN       NaN      NaN
