                    Mean        MCSE        StdDev            5%           50%           95%       N_Eff   N_Eff/s    R_hat
dL[427]     8.194700e+00    0.000799      0.047111  8.115900e+00  8.195010e+00  8.271610e+00  3475.54000  1.600780  1.00034
dL[428]     8.194970e+00    0.000799      0.047114  8.116160e+00  8.195280e+00  8.271880e+00  3475.38000  1.600710  1.00034
dL[429]     8.206900e+00    0.000802      0.047239  8.127810e+00  8.207190e+00  8.284010e+00  3470.32000  1.598380  1.00034
dL[430]     8.225440e+00    0.000806      0.047435  8.146050e+00  8.225710e+00  8.302840e+00  3462.49000  1.594770  1.00034
dL[431]     8.227330e+00    0.000807      0.047455  8.147920e+00  8.227590e+00  8.304760e+00  3461.71000  1.594410  1.00034
dL[432]     8.229780e+00    0.000807      0.047481  8.150330e+00  8.230030e+00  8.307250e+00  3460.68000  1.593940  1.00034
dL[433]     8.233450e+00    0.000808      0.047519  8.153940e+00  8.233690e+00  8.310980e+00  3459.12000  1.593220  1.00034
dL[434]     8.254460e+00    0.000813      0.047742  8.174600e+00  8.254690e+00  8.332320e+00  3450.39000  1.589200  1.00034
dL[435]     8.254540e+00    0.000813      0.047743  8.174680e+00  8.254770e+00  8.332400e+00  3450.34000  1.589180  1.00034
dL[436]     8.256520e+00    0.000813      0.047763  8.176640e+00  8.256730e+00  8.334410e+00  3449.51000  1.588790  1.00034
dL[437]     8.257210e+00    0.000813      0.047771  8.177320e+00  8.257420e+00  8.335120e+00  3449.24000  1.588670  1.00034
dL[438]     8.259840e+00    0.000814      0.047799  8.179930e+00  8.260030e+00  8.337790e+00  3448.12000  1.588150  1.00034
dL[439]     8.261070e+00    0.000814      0.047812  8.181130e+00  8.261250e+00  8.339030e+00  3447.61000  1.587920  1.00034
dL[440]     8.267820e+00    0.000816      0.047883  8.187780e+00  8.268000e+00  8.345890e+00  3444.84000  1.586640  1.00034
dL[441]     8.275020e+00    0.000817      0.047959  8.194880e+00  8.275180e+00  8.353200e+00  3441.87000  1.585280  1.00034
dL[442]     8.278210e+00    0.000818      0.047993  8.198040e+00  8.278390e+00  8.356450e+00  3440.56000  1.584670  1.00034
dL[443]     8.348250e+00    0.000834      0.048739  8.267020e+00  8.348460e+00  8.427600e+00  3412.20000  1.571610  1.00035
dL[444]     8.350510e+00    0.000835      0.048764  8.269240e+00  8.350730e+00  8.429910e+00  3411.27000  1.571180  1.00035
dL[445]     8.353670e+00    0.000836      0.048797  8.272330e+00  8.353870e+00  8.433120e+00  3410.03000  1.570610  1.00035
dL[446]     8.360530e+00    0.000837      0.048871  8.279050e+00  8.360720e+00  8.440090e+00  3407.33000  1.569370  1.00035
dL[447]     8.392900e+00    0.000845      0.049218  8.310910e+00  8.393170e+00  8.472970e+00  3394.56000  1.563480  1.00036
dL[448]     8.395750e+00    0.000845      0.049248  8.313720e+00  8.396050e+00  8.475870e+00  3393.42000  1.562960  1.00036
dL[449]     8.406400e+00    0.000848      0.049363  8.324200e+00  8.406750e+00  8.486700e+00  3389.29000  1.561060  1.00036
dL[450]     8.416210e+00    0.000850      0.049468  8.333830e+00  8.416520e+00  8.496740e+00  3385.47000  1.559300  1.00036
dL[451]     8.440240e+00    0.000856      0.049727  8.357480e+00  8.440610e+00  8.521140e+00  3376.18000  1.555020  1.00036
dL[452]     8.444870e+00    0.000857      0.049777  8.362050e+00  8.445250e+00  8.525840e+00  3374.41000  1.554200  1.00036
dL[453]     8.455070e+00    0.000859      0.049888  8.372100e+00  8.455430e+00  8.536150e+00  3370.52000  1.552410  1.00036
dL[454]     8.473360e+00    0.000864      0.050085  8.390100e+00  8.473720e+00  8.554720e+00  3363.55000  1.549200  1.00036
dL[455]     8.526350e+00    0.000876      0.050661  8.442270e+00  8.526700e+00  8.608720e+00  3343.76000  1.540080  1.00037
dL[456]     8.610830e+00    0.000896      0.051584  8.525520e+00  8.611140e+00  8.694750e+00  3313.02000  1.525930  1.00038
dL[457]     8.620880e+00    0.000899      0.051694  8.535410e+00  8.621150e+00  8.705020e+00  3309.45000  1.524280  1.00038
dL[458]     8.624860e+00    0.000900      0.051738  8.539310e+00  8.625120e+00  8.709100e+00  3308.01000  1.523620  1.00038
dL[459]     8.627830e+00    0.000900      0.051771  8.542250e+00  8.628080e+00  8.712130e+00  3306.98000  1.523140  1.00038
dL[460]     8.642750e+00    0.000904      0.051935  8.556970e+00  8.642960e+00  8.727390e+00  3301.69000  1.520710  1.00038
dL[461]     8.673610e+00    0.000911      0.052275  8.587240e+00  8.673740e+00  8.758940e+00  3290.89000  1.515740  1.00038
dL[462]     8.678950e+00    0.000913      0.052334  8.592450e+00  8.679090e+00  8.764390e+00  3289.04000  1.514880  1.00038
dL[463]     8.684180e+00    0.000914      0.052392  8.597600e+00  8.684320e+00  8.769740e+00  3287.20000  1.514040  1.00038
dL[464]     8.716210e+00    0.000922      0.052746  8.629120e+00  8.716430e+00  8.802330e+00  3276.21000  1.508970  1.00039
dL[465]     8.742220e+00    0.000928      0.053035  8.654720e+00  8.742470e+00  8.828680e+00  3267.37000  1.504900  1.00039
dL[466]     8.769330e+00    0.000934      0.053337  8.681390e+00  8.769660e+00  8.856240e+00  3258.23000  1.500690  1.00039
dL[467]     8.780550e+00    0.000937      0.053462  8.692440e+00  8.780850e+00  8.867640e+00  3254.50000  1.498970  1.00039
dL[468]     8.792880e+00    0.000940      0.053599  8.704560e+00  8.793090e+00  8.880120e+00  3250.42000  1.497090  1.00040
dL[469]     8.810530e+00    0.000944      0.053796  8.721940e+00  8.810790e+00  8.898010e+00  3244.59000  1.494410  1.00040
dL[470]     8.811400e+00    0.000945      0.053806  8.722790e+00  8.811670e+00  8.898900e+00  3244.32000  1.494280  1.00040
dL[471]     8.816600e+00    0.000946      0.053864  8.727910e+00  8.816890e+00  8.904200e+00  3242.58000  1.493480  1.00040
dL[472]     8.820540e+00    0.000947      0.053908  8.731800e+00  8.820820e+00  8.908220e+00  3241.33000  1.492910  1.00040
dL[473]     8.844800e+00    0.000953      0.054180  8.755670e+00  8.845070e+00  8.932980e+00  3233.40000  1.489250  1.00040
dL[474]     8.865570e+00    0.000958      0.054413  8.776100e+00  8.865820e+00  8.954140e+00  3226.69000  1.486170  1.00040
dL[475]     8.868060e+00    0.000959      0.054441  8.778540e+00  8.868310e+00  8.956680e+00  3225.92000  1.485810  1.00040
dL[476]     8.869590e+00    0.000959      0.054458  8.780050e+00  8.869840e+00  8.958250e+00  3225.41000  1.485570  1.00040
dL[477]     8.880560e+00    0.000962      0.054582  8.790840e+00  8.880800e+00  8.969470e+00  3221.89000  1.483960  1.00040
dL[478]     8.885640e+00    0.000963      0.054639  8.795850e+00  8.885880e+00  8.974660e+00  3220.29000  1.483220  1.00040
dL[479]     8.897320e+00    0.000966      0.054770  8.807410e+00  8.897550e+00  8.986570e+00  3216.57000  1.481510  1.00040
dL[480]     8.901030e+00    0.000967      0.054812  8.811090e+00  8.901290e+00  8.990360e+00  3215.39000  1.480960  1.00041
dL[481]     8.903450e+00    0.000967      0.054839  8.813480e+00  8.903720e+00  8.992840e+00  3214.62000  1.480610  1.00041
dL[482]     8.910690e+00    0.000969      0.054921  8.820660e+00  8.910990e+00  9.000290e+00  3212.36000  1.479560  1.00041
dL[483]     8.924860e+00    0.000973      0.055081  8.834700e+00  8.925200e+00  9.014860e+00  3207.89000  1.477510  1.00041
dL[484]     8.935660e+00    0.000975      0.055203  8.845400e+00  8.936020e+00  9.025800e+00  3204.50000  1.475950  1.00041
dL[485]     8.968280e+00    0.000983      0.055572  8.877280e+00  8.968620e+00  9.058990e+00  3194.38000  1.471280  1.00041
dL[486]     8.984480e+00    0.000987      0.055756  8.893100e+00  8.984780e+00  9.075530e+00  3189.43000  1.469000  1.00041
dL[487]     9.018060e+00    0.000996      0.056138  8.926050e+00  9.018480e+00  9.109760e+00  3179.23000  1.464310  1.00042
dL[488]     9.026380e+00    0.000998      0.056232  8.934190e+00  9.026810e+00  9.118280e+00  3176.73000  1.463150  1.00042
dL[489]     9.032820e+00    0.000999      0.056306  8.940500e+00  9.033230e+00  9.124860e+00  3174.80000  1.462260  1.00042
dL[490]     9.039440e+00    0.001001      0.056381  8.947100e+00  9.039860e+00  9.131620e+00  3172.81000  1.461350  1.00042
dL[491]     9.043080e+00    0.001002      0.056423  8.950720e+00  9.043500e+00  9.135340e+00  3171.72000  1.460850  1.00042
dL[492]     9.046310e+00    0.001003      0.056460  8.953920e+00  9.046720e+00  9.138630e+00  3170.74000  1.460390  1.00042
dL[493]     9.053720e+00    0.001005      0.056544  8.961210e+00  9.054100e+00  9.146160e+00  3168.56000  1.459390  1.00042
dL[494]     9.059500e+00    0.001006      0.056610  8.966910e+00  9.059900e+00  9.152050e+00  3166.82000  1.458590  1.00042
dL[495]     9.063360e+00    0.001007      0.056655  8.970700e+00  9.063760e+00  9.155970e+00  3165.69000  1.458070  1.00042
dL[496]     9.065210e+00    0.001007      0.056676  8.972520e+00  9.065600e+00  9.157850e+00  3165.14000  1.457820  1.00042
dL[497]     9.067540e+00    0.001008      0.056702  8.974810e+00  9.067930e+00  9.160220e+00  3164.48000  1.457510  1.00042
dL[498]     9.091870e+00    0.001014      0.056981  8.998670e+00  9.092310e+00  9.184960e+00  3157.29000  1.454200  1.00042
dL[499]     9.092900e+00    0.001014      0.056992  8.999680e+00  9.093340e+00  9.186010e+00  3157.00000  1.454070  1.00042
dL[500]     9.094560e+00    0.001015      0.057012  9.001320e+00  9.095010e+00  9.187710e+00  3156.51000  1.453840  1.00042
dL[501]     9.097790e+00    0.001016      0.057049  9.004480e+00  9.098250e+00  9.191000e+00  3155.56000  1.453400  1.00042
dL[502]     9.098170e+00    0.001016      0.057053  9.004850e+00  9.098630e+00  9.191380e+00  3155.45000  1.453350  1.00042
dL[503]     9.105310e+00    0.001017      0.057135  9.011850e+00  9.105780e+00  9.198700e+00  3153.37000  1.452390  1.00042
dL[504]     9.105870e+00    0.001018      0.057141  9.012400e+00  9.106340e+00  9.199270e+00  3153.19000  1.452310  1.00042
dL[505]     9.105880e+00    0.001018      0.057141  9.012410e+00  9.106350e+00  9.199280e+00  3153.20000  1.452320  1.00042
dL[506]     9.115020e+00    0.001020      0.057246  9.021370e+00  9.115490e+00  9.208630e+00  3150.56000  1.451100  1.00042
dL[507]     9.117140e+00    0.001020      0.057271  9.023440e+00  9.117610e+00  9.210800e+00  3149.93000  1.450810  1.00042
dL[508]     9.125410e+00    0.001022      0.057365  9.031560e+00  9.125890e+00  9.219280e+00  3147.54000  1.449710  1.00043
dL[509]     9.138490e+00    0.001026      0.057516  9.044370e+00  9.138970e+00  9.232660e+00  3143.76000  1.447970  1.00043
dL[510]     9.145610e+00    0.001028      0.057598  9.051350e+00  9.146080e+00  9.239950e+00  3141.72000  1.447030  1.00043
dL[511]     9.146100e+00    0.001028      0.057603  9.051840e+00  9.146580e+00  9.240460e+00  3141.59000  1.446970  1.00043
dL[512]     9.146440e+00    0.001028      0.057607  9.052170e+00  9.146910e+00  9.240800e+00  3141.51000  1.446930  1.00043
dL[513]     9.153390e+00    0.001030      0.057687  9.058980e+00  9.153870e+00  9.247910e+00  3139.49000  1.446000  1.00043
dL[514]     9.162330e+00    0.001032      0.057790  9.067740e+00  9.162840e+00  9.257050e+00  3136.95000  1.444830  1.00043
dL[515]     9.201810e+00    0.001042      0.058246  9.106440e+00  9.202360e+00  9.297300e+00  3125.82000  1.439700  1.00043
dL[516]     9.236290e+00    0.001051      0.058645  9.140250e+00  9.236850e+00  9.332340e+00  3116.23000  1.435290  1.00043
dL[517]     9.243940e+00    0.001052      0.058733  9.147760e+00  9.244500e+00  9.340110e+00  3114.11000  1.434310  1.00044
dL[518]     9.255980e+00    0.001056      0.058873  9.159580e+00  9.256540e+00  9.352350e+00  3110.81000  1.432790  1.00044
dL[519]     9.258140e+00    0.001056      0.058898  9.161690e+00  9.258710e+00  9.354550e+00  3110.24000  1.432530  1.00044
dL[520]     9.258170e+00    0.001056      0.058898  9.161710e+00  9.258740e+00  9.354580e+00  3110.19000  1.432510  1.00044
dL[521]     9.266970e+00    0.001058      0.059001  9.170300e+00  9.267540e+00  9.363520e+00  3107.81000  1.431410  1.00044
dL[522]     9.281210e+00    0.001062      0.059166  9.184260e+00  9.281720e+00  9.377990e+00  3103.93000  1.429630  1.00044
dL[523]     9.301460e+00    0.001067      0.059402  9.204120e+00  9.301960e+00  9.398580e+00  3098.46000  1.427110  1.00044
dL[524]     9.301660e+00    0.001067      0.059404  9.204310e+00  9.302160e+00  9.398780e+00  3098.42000  1.427080  1.00044
dL[525]     9.330280e+00    0.001075      0.059738  9.232350e+00  9.330780e+00  9.427850e+00  3090.75000  1.423550  1.00044
dL[526]     9.338080e+00    0.001077      0.059829  9.240000e+00  9.338620e+00  9.435770e+00  3088.68000  1.422600  1.00044
dL[527]     9.343460e+00    0.001078      0.059892  9.245270e+00  9.344030e+00  9.441230e+00  3087.28000  1.421950  1.00044
dL[528]     9.344340e+00    0.001078      0.059902  9.246140e+00  9.344920e+00  9.442120e+00  3087.03000  1.421840  1.00044
dL[529]     9.354380e+00    0.001081      0.060020  9.255980e+00  9.354940e+00  9.452310e+00  3084.37000  1.420610  1.00044
dL[530]     9.365820e+00    0.001084      0.060153  9.267180e+00  9.366350e+00  9.463910e+00  3081.37000  1.419230  1.00045
dL[531]     9.371090e+00    0.001085      0.060215  9.272330e+00  9.371630e+00  9.469270e+00  3080.00000  1.418600  1.00045
dL[532]     9.374010e+00    0.001086      0.060249  9.275190e+00  9.374530e+00  9.472230e+00  3079.21000  1.418240  1.00045
dL[533]     9.376030e+00    0.001086      0.060273  9.277170e+00  9.376530e+00  9.474280e+00  3078.70000  1.418000  1.00045
dL[534]     9.379940e+00    0.001087      0.060319  9.281010e+00  9.380450e+00  9.478250e+00  3077.67000  1.417530  1.00045
dL[535]     9.384700e+00    0.001089      0.060375  9.285690e+00  9.385210e+00  9.483080e+00  3076.43000  1.416960  1.00045
dL[536]     9.417400e+00    0.001097      0.060759  9.317740e+00  9.417910e+00  9.516340e+00  3068.00000  1.413080  1.00045
dL[537]     9.422330e+00    0.001098      0.060817  9.322560e+00  9.422820e+00  9.521400e+00  3066.71000  1.412480  1.00045
dL[538]     9.452400e+00    0.001106      0.061170  9.352150e+00  9.452830e+00  9.551850e+00  3059.04000  1.408950  1.00045
dL[539]     9.457000e+00    0.001107      0.061225  9.356670e+00  9.457400e+00  9.556490e+00  3057.88000  1.408410  1.00045
dL[540]     9.479230e+00    0.001113      0.061487  9.378500e+00  9.479630e+00  9.579180e+00  3052.27000  1.405830  1.00045
dL[541]     9.485030e+00    0.001114      0.061555  9.384190e+00  9.485450e+00  9.585100e+00  3050.84000  1.405170  1.00046
dL[542]     9.503490e+00    0.001119      0.061774  9.402310e+00  9.503960e+00  9.603870e+00  3046.23000  1.403050  1.00046
dL[543]     9.530350e+00    0.001126      0.062092  9.428710e+00  9.530790e+00  9.631100e+00  3039.58000  1.399990  1.00046
dL[544]     9.534040e+00    0.001127      0.062135  9.432330e+00  9.534470e+00  9.634870e+00  3038.69000  1.399570  1.00046
dL[545]     9.535180e+00    0.001127      0.062149  9.433460e+00  9.535610e+00  9.636040e+00  3038.39000  1.399430  1.00046
dL[546]     9.555030e+00    0.001133      0.062384  9.452910e+00  9.555430e+00  9.656340e+00  3033.55000  1.397210  1.00046
dL[547]     9.560900e+00    0.001134      0.062454  9.458680e+00  9.561340e+00  9.662300e+00  3032.11000  1.396550  1.00046
dL[548]     9.585820e+00    0.001141      0.062750  9.483130e+00  9.586250e+00  9.687630e+00  3026.10000  1.393780  1.00046
dL[549]     9.586170e+00    0.001141      0.062754  9.483480e+00  9.586610e+00  9.687990e+00  3026.01000  1.393730  1.00046
dL[550]     9.601260e+00    0.001145      0.062934  9.498290e+00  9.601610e+00  9.703330e+00  3022.40000  1.392070  1.00046
dL[551]     9.615080e+00    0.001148      0.063099  9.511860e+00  9.615430e+00  9.717380e+00  3019.07000  1.390540  1.00047
dL[552]     9.643780e+00    0.001156      0.063441  9.540030e+00  9.644150e+00  9.746550e+00  3012.31000  1.387420  1.00047
dL[553]     9.647400e+00    0.001157      0.063485  9.543580e+00  9.647780e+00  9.750240e+00  3011.46000  1.387030  1.00047
dL[554]     9.654900e+00    0.001159      0.063574  9.550940e+00  9.655280e+00  9.757860e+00  3009.70000  1.386220  1.00047
dL[555]     9.663450e+00    0.001161      0.063676  9.559330e+00  9.663820e+00  9.766570e+00  3007.70000  1.385300  1.00047
dL[556]     9.672830e+00    0.001164      0.063789  9.568500e+00  9.673170e+00  9.776160e+00  3005.50000  1.384290  1.00047
dL[557]     9.684370e+00    0.001167      0.063927  9.579750e+00  9.684730e+00  9.787940e+00  3002.83000  1.383060  1.00047
dL[558]     9.688540e+00    0.001168      0.063977  9.583820e+00  9.688900e+00  9.792200e+00  3001.87000  1.382620  1.00047
dL[559]     9.688600e+00    0.001168      0.063978  9.583870e+00  9.688960e+00  9.792250e+00  3001.84000  1.382600  1.00047
dL[560]     9.709960e+00    0.001173      0.064234  9.604710e+00  9.710310e+00  9.814070e+00  2996.93000  1.380340  1.00047
dL[561]     9.712360e+00    0.001174      0.064263  9.607050e+00  9.712710e+00  9.816520e+00  2996.38000  1.380090  1.00047
dL[562]     9.712420e+00    0.001174      0.064263  9.607120e+00  9.712770e+00  9.816590e+00  2996.36000  1.380080  1.00047
dL[563]     9.763910e+00    0.001188      0.064883  9.657760e+00  9.764220e+00  9.868930e+00  2984.68000  1.374700  1.00048
dL[564]     9.771440e+00    0.001190      0.064973  9.665150e+00  9.771730e+00  9.876630e+00  2983.00000  1.373920  1.00048
dL[565]     9.771780e+00    0.001190      0.064977  9.665480e+00  9.772070e+00  9.876980e+00  2982.90000  1.373880  1.00048
dL[566]     9.776220e+00    0.001191      0.065031  9.669830e+00  9.776500e+00  9.881520e+00  2981.93000  1.373430  1.00048
dL[567]     9.813080e+00    0.001201      0.065476  9.705940e+00  9.813390e+00  9.919200e+00  2973.74000  1.369660  1.00048
dL[568]     9.815910e+00    0.001201      0.065510  9.708720e+00  9.816210e+00  9.922080e+00  2973.10000  1.369370  1.00048
dL[569]     9.832020e+00    0.001206      0.065705  9.724500e+00  9.832280e+00  9.938540e+00  2969.57000  1.367740  1.00048
dL[570]     9.832640e+00    0.001206      0.065712  9.725100e+00  9.832900e+00  9.939170e+00  2969.44000  1.367680  1.00048
dL[571]     9.866280e+00    0.001215      0.066120  9.758070e+00  9.866580e+00  9.973380e+00  2962.14000  1.364320  1.00049
dL[572]     9.869830e+00    0.001216      0.066163  9.761530e+00  9.870130e+00  9.976970e+00  2961.35000  1.363960  1.00049
dL[573]     9.909710e+00    0.001226      0.066648  9.800410e+00  9.909960e+00  1.001770e+01  2952.90000  1.360060  1.00049
dL[574]     9.911760e+00    0.001227      0.066673  9.802440e+00  9.912010e+00  1.001980e+01  2952.41000  1.359830  1.00049
dL[575]     9.923740e+00    0.001230      0.066819  9.814240e+00  9.923960e+00  1.003200e+01  2949.83000  1.358650  1.00049
dL[576]     9.925970e+00    0.001231      0.066846  9.816450e+00  9.926180e+00  1.003430e+01  2949.38000  1.358440  1.00049
dL[577]     9.937510e+00    0.001234      0.066986  9.827750e+00  9.937710e+00  1.004600e+01  2947.00000  1.357340  1.00049
dL[578]     9.939480e+00    0.001234      0.067010  9.829680e+00  9.939700e+00  1.004800e+01  2946.52000  1.357120  1.00049
dL[579]     9.962530e+00    0.001241      0.067291  9.852180e+00  9.962740e+00  1.007160e+01  2941.78000  1.354940  1.00049
dL[580]     9.997170e+00    0.001250      0.067715  9.886000e+00  9.997340e+00  1.010690e+01  2934.50000  1.351590  1.00049
dL[581]     1.000380e+01    0.001252      0.067795  9.892430e+00  1.000390e+01  1.011360e+01  2933.17000  1.350980  1.00050
dL[582]     1.000380e+01    0.001252      0.067796  9.892460e+00  1.000390e+01  1.011370e+01  2933.25000  1.351010  1.00049
dL[583]     1.002340e+01    0.001257      0.068037  9.911630e+00  1.002350e+01  1.013360e+01  2929.12000  1.349110  1.00050
dL[584]     1.002800e+01    0.001258      0.068092  9.916050e+00  1.002810e+01  1.013820e+01  2928.13000  1.348650  1.00050
dL[585]     1.004080e+01    0.001262      0.068249  9.928650e+00  1.004090e+01  1.015120e+01  2925.70000  1.347540  1.00050
dL[586]     1.005020e+01    0.001264      0.068364  9.937850e+00  1.005030e+01  1.016080e+01  2923.78000  1.346650  1.00050
dL[587]     1.006060e+01    0.001267      0.068491  9.947970e+00  1.006070e+01  1.017130e+01  2921.53000  1.345610  1.00050
dL[588]     1.007760e+01    0.001272      0.068701  9.964580e+00  1.007780e+01  1.018860e+01  2918.26000  1.344100  1.00050
dL[589]     1.012630e+01    0.001285      0.069301  1.001210e+01  1.012650e+01  1.023800e+01  2908.50000  1.339610  1.00050
dL[590]     1.012680e+01    0.001285      0.069308  1.001260e+01  1.012700e+01  1.023850e+01  2908.45000  1.339590  1.00050
dL[591]     1.014170e+01    0.001289      0.069491  1.002710e+01  1.014190e+01  1.025380e+01  2905.62000  1.338280  1.00050
dL[592]     1.015310e+01    0.001292      0.069631  1.003830e+01  1.015340e+01  1.026540e+01  2903.20000  1.337170  1.00051
dL[593]     1.018620e+01    0.001301      0.070041  1.007070e+01  1.018650e+01  1.029910e+01  2896.89000  1.334260  1.00051
dL[594]     1.018780e+01    0.001302      0.070060  1.007220e+01  1.018800e+01  1.030060e+01  2896.74000  1.334190  1.00051
dL[595]     1.018950e+01    0.001302      0.070082  1.007390e+01  1.018980e+01  1.030240e+01  2896.27000  1.333980  1.00051
dL[596]     1.019070e+01    0.001303      0.070097  1.007510e+01  1.019100e+01  1.030370e+01  2896.05000  1.333880  1.00051
dL[597]     1.019270e+01    0.001303      0.070121  1.007700e+01  1.019290e+01  1.030560e+01  2895.73000  1.333730  1.00051
dL[598]     1.019580e+01    0.001304      0.070160  1.008010e+01  1.019610e+01  1.030880e+01  2895.13000  1.333450  1.00051
dL[599]     1.020320e+01    0.001306      0.070251  1.008730e+01  1.020340e+01  1.031630e+01  2893.73000  1.332810  1.00051
dL[600]     1.021650e+01    0.001310      0.070416  1.010050e+01  1.021670e+01  1.033000e+01  2891.22000  1.331650  1.00051
dL[601]     1.023630e+01    0.001315      0.070662  1.011990e+01  1.023640e+01  1.035020e+01  2887.38000  1.329890  1.00051
dL[602]     1.027000e+01    0.001324      0.071082  1.015290e+01  1.027010e+01  1.038480e+01  2881.10000  1.326990  1.00051
dL[603]     1.027500e+01    0.001326      0.071142  1.015780e+01  1.027510e+01  1.038980e+01  2880.24000  1.326590  1.00051
dL[604]     1.028690e+01    0.001329      0.071292  1.016950e+01  1.028700e+01  1.040210e+01  2878.05000  1.325590  1.00052
dL[605]     1.029340e+01    0.001331      0.071373  1.017590e+01  1.029350e+01  1.040880e+01  2876.78000  1.325000  1.00052
dL[606]     1.029690e+01    0.001332      0.071416  1.017930e+01  1.029700e+01  1.041240e+01  2876.03000  1.324660  1.00052
dL[607]     1.029990e+01    0.001332      0.071454  1.018220e+01  1.030000e+01  1.041540e+01  2875.56000  1.324440  1.00052
dL[608]     1.030470e+01    0.001334      0.071514  1.018690e+01  1.030480e+01  1.042030e+01  2874.62000  1.324010  1.00052
dL[609]     1.031410e+01    0.001336      0.071630  1.019610e+01  1.031420e+01  1.043000e+01  2872.92000  1.323220  1.00052
dL[610]     1.032710e+01    0.001340      0.071793  1.020880e+01  1.032720e+01  1.044320e+01  2870.49000  1.322110  1.00052
dL[611]     1.035620e+01    0.001348      0.072156  1.023730e+01  1.035630e+01  1.047310e+01  2865.25000  1.319690  1.00052
dL[612]     1.038790e+01    0.001357      0.072552  1.026840e+01  1.038810e+01  1.050560e+01  2859.50000  1.317040  1.00052
dL[613]     1.041260e+01    0.001364      0.072862  1.029250e+01  1.041280e+01  1.053090e+01  2855.28000  1.315100  1.00052
dL[614]     1.041810e+01    0.001365      0.072932  1.029790e+01  1.041830e+01  1.053660e+01  2854.16000  1.314580  1.00052
dL[615]     1.043160e+01    0.001369      0.073101  1.031120e+01  1.043180e+01  1.055040e+01  2851.76000  1.313480  1.00052
dL[616]     1.043520e+01    0.001370      0.073147  1.031470e+01  1.043540e+01  1.055410e+01  2851.17000  1.313210  1.00052
dL[617]     1.043810e+01    0.001371      0.073182  1.031750e+01  1.043830e+01  1.055700e+01  2850.82000  1.313050  1.00052
dL[618]     1.044250e+01    0.001372      0.073237  1.032180e+01  1.044270e+01  1.056150e+01  2849.98000  1.312660  1.00053
dL[619]     1.045890e+01    0.001376      0.073444  1.033780e+01  1.045900e+01  1.057830e+01  2846.98000  1.311280  1.00053
dL[620]     1.046580e+01    0.001378      0.073531  1.034450e+01  1.046590e+01  1.058540e+01  2845.96000  1.310810  1.00053
dL[621]     1.047050e+01    0.001380      0.073591  1.034920e+01  1.047070e+01  1.059030e+01  2844.98000  1.310360  1.00053
dL[622]     1.047080e+01    0.001380      0.073593  1.034940e+01  1.047100e+01  1.059060e+01  2845.03000  1.310380  1.00053
dL[623]     1.047290e+01    0.001380      0.073619  1.035150e+01  1.047300e+01  1.059270e+01  2844.55000  1.310160  1.00053
dL[624]     1.048680e+01    0.001384      0.073795  1.036500e+01  1.048690e+01  1.060690e+01  2842.22000  1.309080  1.00053
dL[625]     1.049740e+01    0.001387      0.073929  1.037540e+01  1.049750e+01  1.061780e+01  2840.38000  1.308240  1.00053
dL[626]     1.050020e+01    0.001388      0.073964  1.037810e+01  1.050030e+01  1.062060e+01  2839.81000  1.307970  1.00053
dL[627]     1.050530e+01    0.001389      0.074028  1.038310e+01  1.050540e+01  1.062580e+01  2839.05000  1.307620  1.00053
dL[628]     1.052080e+01    0.001394      0.074224  1.039840e+01  1.052090e+01  1.064180e+01  2836.40000  1.306410  1.00053
dL[629]     1.053020e+01    0.001396      0.074342  1.040760e+01  1.053030e+01  1.065140e+01  2834.82000  1.305680  1.00053
dL[630]     1.053560e+01    0.001398      0.074411  1.041300e+01  1.053580e+01  1.065690e+01  2833.82000  1.305210  1.00053
dL[631]     1.056400e+01    0.001406      0.074770  1.044080e+01  1.056410e+01  1.068590e+01  2828.91000  1.302950  1.00053
dL[632]     1.056620e+01    0.001406      0.074796  1.044290e+01  1.056620e+01  1.068810e+01  2828.73000  1.302870  1.00053
dL[633]     1.057020e+01    0.001407      0.074848  1.044680e+01  1.057030e+01  1.069220e+01  2828.09000  1.302580  1.00053
dL[634]     1.057660e+01    0.001409      0.074930  1.045310e+01  1.057670e+01  1.069880e+01  2826.97000  1.302060  1.00053
dL[635]     1.059890e+01    0.001416      0.075213  1.047490e+01  1.059900e+01  1.072160e+01  2823.16000  1.300310  1.00054
dL[636]     1.060350e+01    0.001417      0.075270  1.047950e+01  1.060360e+01  1.072630e+01  2822.49000  1.299990  1.00054
dL[637]     1.061430e+01    0.001420      0.075407  1.049000e+01  1.061430e+01  1.073740e+01  2820.62000  1.299130  1.00054
dL[638]     1.061700e+01    0.001421      0.075442  1.049270e+01  1.061700e+01  1.074020e+01  2820.24000  1.298960  1.00054
dL[639]     1.062230e+01    0.001422      0.075508  1.049780e+01  1.062230e+01  1.074560e+01  2819.51000  1.298630  1.00054
dL[640]     1.062600e+01    0.001423      0.075556  1.050140e+01  1.062600e+01  1.074930e+01  2818.82000  1.298310  1.00054
dL[641]     1.063890e+01    0.001427      0.075720  1.051410e+01  1.063900e+01  1.076250e+01  2816.70000  1.297330  1.00054
dL[642]     1.064450e+01    0.001428      0.075789  1.051950e+01  1.064450e+01  1.076810e+01  2815.67000  1.296860  1.00054
dL[643]     1.064530e+01    0.001429      0.075802  1.052040e+01  1.064540e+01  1.076900e+01  2815.65000  1.296850  1.00054
dL[644]     1.066410e+01    0.001434      0.076040  1.053870e+01  1.066430e+01  1.078800e+01  2812.59000  1.295440  1.00054
